cel,count,bushaltes,cameratoezicht_vlak,coffeeshops,horeca,onth_verg_drank_en_horeca,openbareverlichting,slaapopvang_en_methadon,verblijfsobjecten
0,0,0.0002931247,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000146,0.0000000000,0.0000000000
1,0,0.0004935337,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000002860,0.0000000000,0.0000000000
2,0,0.0008766006,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000047669,0.0000000000,0.0000000000
3,0,0.0017652668,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000555666,0.0000000000,0.0000000011
4,0,0.0038805324,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0004572146,0.0000000000,0.0000004492
5,0,0.0084414471,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0027089161,0.0000000000,0.0000586225
6,0,0.0169308116,0.0000000000,0.0000000000,0.0000000000,0.0000000003,0.0116789831,0.0000000000,0.0021327391
7,0,0.0303300848,0.0000000000,0.0000000000,0.0000000020,0.0000000036,0.0364705582,0.0000000000,0.0208069580
8,0,0.0480182206,0.0000000000,0.0000000000,0.0000000835,0.0000000221,0.0815502713,0.0000000000,0.0619085190
9,0,0.0670855387,0.0000000000,0.0000000000,0.0000017222,0.0000000650,0.1303634468,0.0000000000,0.0815644100
10,0,0.0829251203,0.0000000000,0.0000000000,0.0000168112,0.0000000916,0.1517896715,0.0000000000,0.0627464090
11,0,0.0911762274,0.0000000000,0.0000000000,0.0000767887,0.0000000618,0.1326394653,0.0000000000,0.0270331250
12,0,0.0899025012,0.0000000000,0.0000000000,0.0001632086,0.0000000199,0.0882715881,0.0000000000,0.0099875443
13,0,0.0804882866,0.0000000000,0.0000000000,0.0001609708,0.0000000031,0.0449894443,0.0000000000,0.0024614595
14,0,0.0666662234,0.0000000000,0.0000000000,0.0000735757,0.0000000002,0.0201931293,0.0000000000,0.0002879138
15,0,0.0524857668,0.0000000000,0.0000000000,0.0000155751,0.0000000000,0.0123800311,0.0000000000,0.0000866267
16,0,0.0406110368,0.0000000000,0.0000000000,0.0000015266,0.0000000000,0.0102594009,0.0000000000,0.0001957552
17,0,0.0317861012,0.0000000000,0.0000000000,0.0000000694,0.0000000000,0.0072476821,0.0000000000,0.0001880221
18,0,0.0253648732,0.0000000000,0.0000000000,0.0000000017,0.0000000000,0.0037463021,0.0000000000,0.0001171704
19,0,0.0202590871,0.0000000000,0.0000000000,0.0000000005,0.0000000000,0.0014384256,0.0000000000,0.0001258974
20,0,0.0156858938,0.0000000000,0.0000000000,0.0000000006,0.0000000000,0.0004257311,0.0000000000,0.0000830886
21,0,0.0114305454,0.0000000000,0.0000000000,0.0000000004,0.0000000000,0.0000978581,0.0000000000,0.0000210579
22,0,0.0076858007,0.0000000000,0.0000000000,0.0000000001,0.0000000000,0.0000170497,0.0000000000,0.0000018117
23,0,0.0047248519,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000021697,0.0000000000,0.0000000669
24,0,0.0026598061,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000001961,0.0000000000,0.0000000017
25,0,0.0013909796,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000147,0.0000000000,0.0000000000
26,0,0.0006959764,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000024,0.0000000000,0.0000000000
27,0,0.0003463706,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000008,0.0000000000,0.0000000000
28,0,0.0001759793,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000002,0.0000000000,0.0000000000
29,0,0.0000903637,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
30,0,0.0011039720,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000002467,0.0000000000,0.0000000000
31,0,0.0016839409,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000010225,0.0000000000,0.0000000004
32,0,0.0024443219,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000108957,0.0000000000,0.0000000014
33,0,0.0037235412,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0001081754,0.0000000000,0.0000000070
34,0,0.0064716939,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0007762681,0.0000000000,0.0000014464
35,0,0.0124823234,0.0000000000,0.0000000000,0.0000000000,0.0000000003,0.0041108248,0.0000000000,0.0001105373
36,0,0.0241640558,0.0000000000,0.0000000000,0.0000000004,0.0000000103,0.0165811298,0.0000000000,0.0029678159
37,0,0.0435255343,0.0000000000,0.0000000000,0.0000000272,0.0000001492,0.0511751745,0.0000000000,0.0264775501
38,0,0.0705272859,0.0000000000,0.0000000000,0.0000009981,0.0000010501,0.1187410609,0.0000000000,0.0788331131
39,2,0.1017479298,0.0000000000,0.0000000000,0.0000185821,0.0000035669,0.2044880534,0.0000000000,0.1097159413
40,3,0.1306817611,0.0000000000,0.0000000000,0.0001694126,0.0000058300,0.2642733438,0.0000000000,0.1066333932
41,0,0.1501625091,0.0000000000,0.0000000000,0.0007370474,0.0000045754,0.2628525004,0.0000000000,0.0838123632
42,0,0.1557221574,0.0000000000,0.0000000000,0.0015075812,0.0000017213,0.2034441399,0.0000000000,0.0662512687
43,0,0.1476737967,0.0000000000,0.0000000000,0.0014385143,0.0000003100,0.1244504903,0.0000000000,0.0285095241
44,0,0.1305135133,0.0000000000,0.0000000000,0.0006378187,0.0000000267,0.0717771550,0.0000000000,0.0060634749
45,0,0.1102191829,0.0000000000,0.0000000000,0.0001311690,0.0000000011,0.0571531890,0.0000000000,0.0021040612
46,0,0.0913828063,0.0000000000,0.0000000000,0.0000125129,0.0000000001,0.0559004158,0.0000000000,0.0043083578
47,0,0.0758317780,0.0000000000,0.0000000000,0.0000005643,0.0000000001,0.0458119023,0.0000000000,0.0041573265
48,0,0.0630625679,0.0000000000,0.0000000000,0.0000000352,0.0000000001,0.0281995039,0.0000000000,0.0020040727
49,0,0.0516706405,0.0000000000,0.0000000000,0.0000000524,0.0000000001,0.0133417882,0.0000000000,0.0016391372
50,0,0.0406778679,0.0000000000,0.0000000000,0.0000000626,0.0000000001,0.0050140416,0.0000000000,0.0012277646
51,0,0.0300804143,0.0000000000,0.0000000000,0.0000000359,0.0000000000,0.0014885287,0.0000000000,0.0003677236
52,0,0.0205850864,0.0000000000,0.0000000000,0.0000000097,0.0000000000,0.0003361930,0.0000000000,0.0000470097
53,0,0.0129668800,0.0000000000,0.0000000000,0.0000000012,0.0000000000,0.0000552322,0.0000000000,0.0000046300
54,0,0.0075631431,0.0000000000,0.0000000000,0.0000000001,0.0000000000,0.0000064803,0.0000000000,0.0000002409
55,0,0.0041663938,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000007056,0.0000000000,0.0000000039
56,0,0.0022404701,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000001866,0.0000000000,0.0000000000
57,0,0.0012154051,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000748,0.0000000000,0.0000000000
58,0,0.0006705460,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000208,0.0000000000,0.0000000000
59,0,0.0003664634,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000035,0.0000000000,0.0000000000
60,0,0.0035683770,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000071685,0.0000000000,0.0000000042
61,0,0.0052713903,0.0000000000,0.0000000000,0.0000000004,0.0000000000,0.0000138639,0.0000000000,0.0000000808
62,0,0.0070219025,0.0000000000,0.0000000000,0.0000000021,0.0000000000,0.0000367617,0.0000000000,0.0000003330
63,0,0.0089317744,0.0000000000,0.0000000000,0.0000000053,0.0000000000,0.0002206947,0.0000000000,0.0000003261
64,0,0.0120347008,0.0000000000,0.0000000000,0.0000000060,0.0000000001,0.0012844423,0.0000000000,0.0000039122
65,0,0.0187621506,0.0000000000,0.0000000000,0.0000000032,0.0000000039,0.0054617211,0.0000000000,0.0002082875
66,0,0.0327763936,0.0000000000,0.0000000000,0.0000000049,0.0000001296,0.0178053170,0.0000000000,0.0033565393
67,0,0.0577000208,0.0000000000,0.0000000000,0.0000002312,0.0000021011,0.0483759698,0.0000000000,0.0192477675
68,0,0.0948308936,0.0000000000,0.0000000000,0.0000067976,0.0000166325,0.1114348437,0.0000000000,0.0486489097
69,1,0.1409237604,0.0000000000,0.0000000000,0.0001058789,0.0000640643,0.2083957602,0.0000000000,0.0767516984
70,3,0.1878257285,0.0000000000,0.0000000000,0.0008506127,0.0001196513,0.3076349646,0.0000000000,0.1061304885
71,3,0.2250895880,0.0000000000,0.0000000000,0.0033984840,0.0001080021,0.3603429609,0.0000000000,0.1454917589
72,4,0.2445779937,0.0000000000,0.0000000000,0.0065523822,0.0000469789,0.3363324539,0.0000000000,0.1957513902
73,0,0.2441934326,0.0000000000,0.0000000000,0.0059806420,0.0000098251,0.2541523121,0.0000000000,0.1435612829
74,0,0.2282039962,0.0000000000,0.0000000000,0.0025570745,0.0000009913,0.1820657323,0.0000000000,0.0505745656
75,0,0.2041345901,0.0000000000,0.0000000000,0.0005100468,0.0000000597,0.1660111106,0.0000000000,0.0197566419
76,0,0.1786138363,0.0000000000,0.0000000000,0.0000480774,0.0000000158,0.1760058674,0.0000000000,0.0337995514
77,0,0.1548619216,0.0000000000,0.0000000000,0.0000028234,0.0000000167,0.1606896931,0.0000000000,0.0362434493
78,0,0.1328270474,0.0000000000,0.0000000000,0.0000013968,0.0000000255,0.1149981961,0.0000000000,0.0187146181
79,0,0.1110775545,0.0000000000,0.0000000000,0.0000025741,0.0000000278,0.0661108461,0.0000000000,0.0105925989
80,0,0.0887983388,0.0000000000,0.0000000000,0.0000028840,0.0000000174,0.0312997061,0.0000000000,0.0064465767
81,0,0.0666897667,0.0000000000,0.0000000000,0.0000015993,0.0000000075,0.0119153276,0.0000000000,0.0021117725
82,0,0.0465494559,0.0000000000,0.0000000000,0.0000004182,0.0000000026,0.0034569447,0.0000000000,0.0005299375
83,0,0.0301529189,0.0000000000,0.0000000000,0.0000000509,0.0000000006,0.0007271248,0.0000000000,0.0001234489
84,0,0.0183185721,0.0000000000,0.0000000000,0.0000000029,0.0000000001,0.0001117592,0.0000000000,0.0000106766
85,0,0.0106950574,0.0000000000,0.0000000000,0.0000000001,0.0000000000,0.0000187393,0.0000000000,0.0000002917
86,0,0.0061987711,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000074942,0.0000000000,0.0000000092
87,0,0.0036437911,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000035822,0.0000000000,0.0000000184
88,0,0.0021525433,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000011603,0.0000000000,0.0000000106
89,0,0.0012339757,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000002315,0.0000000000,0.0000000013
90,0,0.0096535708,0.0000000000,0.0000000000,0.0000000025,0.0000000000,0.0001166592,0.0000000000,0.0000001961
91,0,0.0141170125,0.0000000000,0.0000000000,0.0000000285,0.0000000000,0.0002375604,0.0000000000,0.0000044497
92,0,0.0182507495,0.0000000000,0.0000000000,0.0000001477,0.0000000002,0.0003500221,0.0000000000,0.0000218254
93,0,0.0214276434,0.0000000000,0.0000000000,0.0000003540,0.0000000004,0.0006703895,0.0000000000,0.0000236058
94,0,0.0244207681,0.0000000000,0.0000000000,0.0000003926,0.0000000007,0.0024171635,0.0000000000,0.0000201376
95,0,0.0302958807,0.0000000000,0.0000000000,0.0000002022,0.0000000174,0.0084142238,0.0000000000,0.0003684166
96,0,0.0443143096,0.0000000000,0.0000000000,0.0000000767,0.0000006228,0.0213544410,0.0000000000,0.0042881077
97,0,0.0723137512,0.0000000000,0.0000000000,0.0000012127,0.0000110927,0.0424733838,0.0000000000,0.0154134875
98,0,0.1177027764,0.0000000000,0.0000000000,0.0000287741,0.0000968022,0.0802702976,0.0000000000,0.0208665551
99,0,0.1782718093,0.0000000000,0.0000000000,0.0003597906,0.0004134710,0.1535407260,0.0000000000,0.0270299430
100,0,0.2449628909,0.0000000000,0.0000000000,0.0023697287,0.0008626261,0.2642932856,0.0000000000,0.0618005062
101,0,0.3043439840,0.0000000000,0.0000000000,0.0081215183,0.0008766024,0.3753575797,0.0000000000,0.1422907202
102,15,0.3442051563,0.0000000000,0.0000000000,0.0140561613,0.0004325389,0.4278604564,0.0000000000,0.2829374641
103,4,0.3589836901,0.0000000000,0.0000000000,0.0119087252,0.0001033984,0.3952666557,0.0000000000,0.3024995138
104,1,0.3513703241,0.0000000000,0.0000000000,0.0048375091,0.0000124148,0.3344880059,0.0000000000,0.1489700348
105,0,0.3292399783,0.0000000000,0.0000000000,0.0009496401,0.0000019391,0.3234382335,0.0000000000,0.0850780009
106,2,0.3005148268,0.0000000000,0.0000000000,0.0001099697,0.0000017024,0.3482420911,0.0000000000,0.1185264318
107,3,0.2695842058,0.0000000000,0.0000000000,0.0000289586,0.0000016592,0.3372490217,0.0000000000,0.1246703662
108,1,0.2370305078,0.0000000000,0.0000000000,0.0000394777,0.0000021777,0.2712374446,0.0000000000,0.0732816465
109,0,0.2018181351,0.0000000000,0.0000000000,0.0000618582,0.0000025652,0.1856885405,0.0000000000,0.0407913701
110,0,0.1638490136,0.0000000000,0.0000000000,0.0000630902,0.0000018641,0.1092924825,0.0000000000,0.0222787137
111,0,0.1251712483,0.0000000000,0.0000000000,0.0000335019,0.0000009563,0.0525669260,0.0000000000,0.0085556065
112,0,0.0893531694,0.0000000000,0.0000000000,0.0000085224,0.0000003929,0.0192505914,0.0000000000,0.0033209749
113,0,0.0597549943,0.0000000000,0.0000000000,0.0000010137,0.0000001049,0.0051240090,0.0000000000,0.0011390678
114,0,0.0380030293,0.0000000000,0.0000000000,0.0000000560,0.0000000149,0.0010559065,0.0000000000,0.0001592088
115,0,0.0236079213,0.0000000000,0.0000000000,0.0000000014,0.0000000011,0.0002844177,0.0000000000,0.0000074027
116,0,0.0147209677,0.0000000000,0.0000000000,0.0000000000,0.0000000001,0.0001570138,0.0000000000,0.0000007056
117,0,0.0092818006,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000866879,0.0000000000,0.0000020621
118,0,0.0057893817,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000323548,0.0000000000,0.0000014759
119,0,0.0034429651,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000075309,0.0000000000,0.0000002195
120,0,0.0218819055,0.0000000000,0.0000000000,0.0000000851,0.0000000005,0.0009831445,0.0000000000,0.0000026012
121,0,0.0317953619,0.0000000000,0.0000000000,0.0000009267,0.0000000056,0.0022807853,0.0000000000,0.0000693638
122,0,0.0406371743,0.0000000000,0.0000000000,0.0000046684,0.0000000321,0.0034864750,0.0000000000,0.0004016412
123,0,0.0462417626,0.0000000000,0.0000000000,0.0000108853,0.0000000876,0.0041858114,0.0000000000,0.0005080996
124,0,0.0485543883,0.0000000000,0.0000000000,0.0000117480,0.0000001145,0.0063723686,0.0000000000,0.0002360907
125,0,0.0511559786,0.0000000000,0.0000000000,0.0000058906,0.0000001051,0.0146121184,0.0000000000,0.0011969578
126,0,0.0611705278,0.0000000000,0.0000000000,0.0000016445,0.0000013877,0.0316499462,0.0000000000,0.0077078066
127,0,0.0870920196,0.0000000000,0.0000000000,0.0000044277,0.0000268489,0.0516532421,0.0000000000,0.0199051053
128,0,0.1349965137,0.0000000000,0.0000000000,0.0000737079,0.0002584776,0.0713646129,0.0000000000,0.0164821886
129,0,0.2045354769,0.0000000000,0.0000000000,0.0007619851,0.0012180025,0.1136970819,0.0000000000,0.0085982486
130,0,0.2869394320,0.0000000000,0.0000000000,0.0040910205,0.0028047122,0.2083468308,0.0000000000,0.0253540183
131,1,0.3670819326,0.0000000000,0.0000000000,0.0114133415,0.0031505637,0.3426142591,0.0000000000,0.0970251148
132,7,0.4294597282,0.0000000000,0.0000000000,0.0165690167,0.0017232987,0.4548423455,0.0000000000,0.2911864112
133,17,0.4647959475,0.0000000000,0.0000000000,0.0123547800,0.0004605233,0.4886497937,0.0000000000,0.3838293135
134,1,0.4729327510,0.0000000000,0.0000000000,0.0047653943,0.0000736745,0.4675063278,0.0000000000,0.2285626624
135,0,0.4603593759,0.0000000000,0.0000000000,0.0011867089,0.0000457309,0.4666635167,0.0000000000,0.2032126836
136,8,0.4348141922,0.0000000000,0.0000000000,0.0004432740,0.0000633263,0.4911254872,0.0000000000,0.2555537946
137,4,0.4010757478,0.0000000000,0.0000000000,0.0004216357,0.0000612316,0.4797282234,0.0000000000,0.2231952405
138,4,0.3602703682,0.0000000000,0.0000000000,0.0005981479,0.0000663923,0.4155855787,0.0000000000,0.1318713393
139,2,0.3120748382,0.0000000000,0.0000000000,0.0007496363,0.0000781589,0.3294223855,0.0000000000,0.0880076690
140,1,0.2575555676,0.0000000000,0.0000000000,0.0006683537,0.0000638200,0.2352456694,0.0000000000,0.0770560591
141,0,0.2005640587,0.0000000000,0.0000000000,0.0003350802,0.0000379510,0.1387536471,0.0000000000,0.0472272230
142,0,0.1468782628,0.0000000000,0.0000000000,0.0000827437,0.0000183181,0.0621910741,0.0000000000,0.0152920055
143,0,0.1018212842,0.0000000000,0.0000000000,0.0000096320,0.0000058030,0.0206449445,0.0000000000,0.0043225789
144,0,0.0680607292,0.0000000000,0.0000000000,0.0000005223,0.0000010021,0.0059064652,0.0000000000,0.0008612229
145,0,0.0450178048,0.0000000000,0.0000000000,0.0000000131,0.0000001036,0.0025081481,0.0000000000,0.0000628243
146,0,0.0300106128,0.0000000000,0.0000000000,0.0000000002,0.0000000125,0.0017287756,0.0000000000,0.0000158273
147,0,0.0200486759,0.0000000000,0.0000000000,0.0000000000,0.0000000022,0.0010720957,0.0000000000,0.0000565422
148,0,0.0130440430,0.0000000000,0.0000000000,0.0000000000,0.0000000003,0.0004552617,0.0000000000,0.0000502087
149,0,0.0079904419,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0001225010,0.0000000000,0.0000093123
150,0,0.0421096002,0.0000000000,0.0000000000,0.0000013081,0.0000000265,0.0046544619,0.0000000000,0.0000104398
151,0,0.0605318623,0.0000000000,0.0000000000,0.0000138270,0.0000002763,0.0117336685,0.0000000000,0.0003169313
152,0,0.0766880859,0.0000000000,0.0000000000,0.0000677206,0.0000017836,0.0199515993,0.0000000000,0.0021501075
153,0,0.0860622569,0.0000000000,0.0000000000,0.0001535807,0.0000056988,0.0241657112,0.0000000000,0.0032122276
154,0,0.0871839493,0.0000000000,0.0000000000,0.0001612574,0.0000087249,0.0259122802,0.0000000000,0.0013716284
155,0,0.0839276918,0.0000000000,0.0000000000,0.0000788968,0.0000064299,0.0334514425,0.0000000000,0.0032677632
156,0,0.0852923075,0.0000000000,0.0000000000,0.0000227437,0.0000044231,0.0516857778,0.0000000000,0.0145304299
157,0,0.1024618769,0.0000000000,0.0000000000,0.0000283301,0.0000452260,0.0744475171,0.0000000000,0.0281291144
158,0,0.1442817233,0.0000000000,0.0000000000,0.0001432550,0.0004632551,0.0916915772,0.0000000000,0.0212290990
159,0,0.2128198108,0.0000000000,0.0000000000,0.0009742708,0.0023897972,0.1197550049,0.0000000000,0.0076479143
160,0,0.3009573150,0.0000000000,0.0000000000,0.0043591169,0.0060979076,0.1988163778,0.0000000000,0.0164808033
161,0,0.3938501056,0.0000000000,0.0000000000,0.0102508255,0.0076370720,0.3322294111,0.0000000000,0.0867424006
162,21,0.4744739806,0.0000000000,0.0000000000,0.0126124870,0.0046714306,0.4622297145,0.0000000000,0.3156758041
163,21,0.5305097078,0.0000000000,0.0000000000,0.0086439165,0.0014198404,0.5299012386,0.0000000000,0.4675283527
164,1,0.5582532484,0.0000000000,0.0000000000,0.0042973968,0.0003555382,0.5439550379,0.0000000000,0.3308691950
165,8,0.5612774416,0.0000000000,0.0000000000,0.0028083655,0.0004759767,0.5571533784,0.0000000000,0.3450045198
166,1,0.5456281708,0.0000000000,0.0000000000,0.0026194188,0.0007859293,0.5744684425,0.0000000000,0.4132720322
167,3,0.5155336346,0.0000000000,0.0000000000,0.0035358964,0.0008227750,0.5545644884,0.0000000000,0.3351343534
168,2,0.4723160828,0.0000000000,0.0000000000,0.0047285433,0.0007823842,0.4981354054,0.0000000000,0.1983962894
169,4,0.4163294875,0.0000000000,0.0000000000,0.0047230431,0.0008439078,0.4365674969,0.0000000000,0.1632764462
170,12,0.3498138018,0.0000000000,0.0000000000,0.0035223492,0.0007307323,0.3594260359,0.0000000000,0.2073369894
171,10,0.2783569642,0.0000000000,0.0000000000,0.0016297334,0.0004829887,0.2469167878,0.0000000000,0.1661098357
172,0,0.2098087563,0.0000000000,0.0000000000,0.0003885717,0.0002687201,0.1298353582,0.0000000000,0.0495897999
173,0,0.1513115943,0.0000000000,0.0000000000,0.0000442883,0.0001034506,0.0529779243,0.0000000000,0.0084367913
174,0,0.1065004480,0.0000000000,0.0000000000,0.0000023610,0.0000242459,0.0213454481,0.0000000000,0.0017899416
175,0,0.0747570363,0.0000000000,0.0000000000,0.0000000585,0.0000046777,0.0128663645,0.0000000000,0.0002819384
176,0,0.0527558968,0.0000000000,0.0000000000,0.0000000007,0.0000012517,0.0101280015,0.0000000000,0.0001359222
177,0,0.0368783034,0.0000000000,0.0000000000,0.0000000000,0.0000003626,0.0068792916,0.0000000000,0.0003910440
178,0,0.0247970399,0.0000000000,0.0000000000,0.0000000000,0.0000000921,0.0032804265,0.0000000000,0.0004176696
179,0,0.0156055649,0.0000000000,0.0000000000,0.0000000000,0.0000000180,0.0010112566,0.0000000000,0.0000963847
